SOURCE	UEN	CLUSTER_DEFN	OR_CAT	EMP_SIZE	REF_YR	Age_Band	SSIC	WEBSITE
ORBIS	b5d5f848e46a064df83fc5471f4d18fc9b77401aed189d213feff8b0adfc798e	19 Professional Services	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	70209.0	nsglobal.sg
ORBIS	17810ba27d352b9c3389b0b1f9bbf797db1e27718582fb5104d50d85dced7764	16 Information & Communications	01. <=1mil	Missing EMP	2023	01. <= 5 Years	58110.0	fifth.black
ORBIS	19a7594121ecc6ca719cce1e4dd157dd073b49f12f6192d09e7c48920448051b	19 Professional Services	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	70201.0	ajtholdings.com
SGNIC	39b7f1ea46e091c49b0ace252f8c221ab8f6bd3749783a4fa7464a4e289997d9	15 Food & Beverage Services	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	05. > 30 Years	56111.0	BRAZILCHURRAS.COM.SG
GMAP	fd215528bce8d67c9e4decdce3f7f3b16543a2df4ef5629ce2ccbc096d3f1d77	21 Other Services Industries	01. <=1mil	Missing EMP	2023	04. 20 to <= 3	86909.0	http://www.vivocapital.com/
GMAP	8b86f9b996fc9b56c394e543d442196238ab56a82e868bd741bce379085713f2	17 Finance & Insurance	06. 10mil -<= 100mil	01. Employees <= 10	2023	01. <= 5 Years	64202.0	http://shireoakinternational.asia/
SGNIC	432d9adc9b90de148d730c3d18d4fdccd0196ebe2a4a658878a42f290d3c405f	19 Professional Services	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	74194.0	DOUBLECLIQUE.COM.SG
GMAP	1e823c14a617cef4b70801ed8e60fba2cef9b01f5d3d220ac1b448c4ec22a30b	19 Professional Services	01. <=1mil	Missing EMP	2023	04. 20 to <= 3	74191.0	colorsds.sg/
SGNIC	3a9b48c45bbb09f8e751a2cf632f4050e478a1102a9c9f97b522d5e0c0029bed	11 Wholesale	06. 10mil -<= 100mil	Missing EMP	2023	01. <= 5 Years	46412.0	ALCARI.SG
GMAP	3bd7a2476c1b6ef451007dce296298e2adf26ab3e782bf35a76f436becc082dd	02 Construction	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	03. 10 to <= 2	43909.0	http://wjmfurniture.com.sg/
WORLDORGS	503e2449306d3eb5679aff7b246968d60bcbba9329940d047aab88e0353dddde	21 Other Services Industries	01. <=1mil	Missing EMP	2023	01. <= 5 Years	85408.0	https://rainforestarts.com/
ORBIS	1c9fa935e5b41ea2ea5808fd70b8109839d169c3f03ec52e39ec5abd6419392e	12 Retail Trade	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	02. 5 to <= 10	47742.0	www.simply-hamper.com
GMAP	cd159eef3d090dbd0cef5e9234fe6b3bc3213c499aebcca0746636d43d3a9d0a	16 Information & Communications	01. <=1mil	01. Employees <= 10	2023	04. 20 to <= 3	62021.0	www.medicalsupplies.com.sg/
ORBIS	f934af084c1e9f819f854a054096a560c2aafede372d1864858714059202f3e1	17 Finance & Insurance	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	64202.0	www.rgei.com
SGNIC	d632726cdc421ee3e0be19c64162e0c17b83a65ed7da0a959610f7e7bb8a5759	21 Other Services Industries	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	86201.0	HEALTHCAREMEDICAL.COM.SG
ORBIS	eca6fc43b1f306303ffb1cb5f4e2e3fdd2438b519f5b2017107002912385c580	11 Wholesale	03. 1mil -<= 10mil	01. Employees <= 10	2023	03. 10 to <= 2	46541.0	riverhill.com.sg
ORBIS	ce5a919c607730dbb6af928ae8ffec9eb3d8e55624d8f3bbf2b644f7a85d8071	16 Information & Communications	01. <=1mil	01. Employees <= 10	2023	05. > 30 Years	62011.0	innosys.com.sg
ORBIS	0dab9d28c4d692bc5503f2726b98b5cfe2a7235d1b2a17a20b90e2acdca8aac2	18 Real Estate	01. <=1mil	02. 10 < Employees <= 50	2023	03. 10 to <= 2	68104.0	ieat.com.sg
ORBIS	48ebf49f1fea53b53558f252cc38e88f07486da875a6d60ab1b1d6dcd18459d8	17 Finance & Insurance	01. <=1mil	Missing EMP	2023	04. 20 to <= 3	64201.0	www.jgp-group.com
GMAP	b1ee7b45603656f1af4e9d3623686aa62c08ac442c71b1fb1a4e6e36ec24249a	12 Retail Trade	01. <=1mil	01. Employees <= 10	2023	05. > 30 Years	47314.0	http://www.engleepl.com.sg/
ORBIS	747533fc454539f5354acb3b1833c190c45289d9e5ca07b002e945cc3eafe88b	21 Other Services Industries	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	88913.0	sparkz.com.sg
ORBIS	4116557010232d89355f012beda9352e1661c48c6437a800ba7895bb0d8a990b	11 Wholesale	06. 10mil -<= 100mil	01. Employees <= 10	2023	05. > 30 Years	46522.0	www.hosiden.co.jp
WORLDORGS	9235299688863974e2cca689d7d74501c3e382dba789367c2d032e23bb2c4315	01 Manufacturing	01. <=1mil	Missing EMP	2023	01. <= 5 Years	20299.0	https://www.facebook.com/dustyashco
GMAP	b099587099c77f148d570f9bcc352fdb9a660230c31cb6e4559f028d645c0ea8	16 Information & Communications	03. 1mil -<= 10mil	01. Employees <= 10	2023	02. 5 to <= 10	62011.0	smttech.asia/
ORBIS	bc5612466d01197ec8a8e566a237f3fef79c10223dbbc81c32b4a2a7a8614b21	13 Transportation & Storage	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	05. > 30 Years	49231.0	www.sta.sg
GMAP	49ef1e62f210dbad7897c6f6a4dfdf9d5e3a7013beefd4cb544406977d45aa74	03 Utilities	03. 1mil -<= 10mil	01. Employees <= 10	2023	01. <= 5 Years	38100.0	www.one-enviro.com/
ORBIS	5a674cd6d8e23ddf257271590ea12de3a1bce1e690c30e873af8bca106cd0eb9	21 Other Services Industries	03. 1mil -<= 10mil	01. Employees <= 10	2023	03. 10 to <= 2	86201.0	www.memc.com.sg
ORBIS	71afc4fb9e94a66b247da93a73f22619de9c505255c90a4cc06d39b944385445	17 Finance & Insurance	08. Above 100mil	01. Employees <= 10	2023	02. 5 to <= 10	64202.0	vankor.com.sg
ORBIS	9f088cfd366a3ed84d21fbe2319a2dca2a7afae3a6c59dded1c8df4740f3515b	17 Finance & Insurance	03. 1mil -<= 10mil	01. Employees <= 10	2023	02. 5 to <= 10	66221.0	deltainsurance.sg
ORBIS	15dac21308165bf69b724945ff9d500a2a073c4904a7b9861e83c786fc49fbbb	02 Construction	08. Above 100mil	04. 200 < Employees <= 500	2023	05. > 30 Years	41001.0	www.takenaka.asia
GMAP	12ce53fcb7748dc530321c1c7402beb08e9c6dcd2027edc74a08a295e247ac33	21 Other Services Industries	03. 1mil -<= 10mil	Missing EMP	2023	02. 5 to <= 10	86201.0	http://www.centralclinic.com.sg/locate-us
SGNIC	371d42fdb0384fa3cc47b5695fc902482d63ab0e8116a02fa2fdc43551134380	17 Finance & Insurance	03. 1mil -<= 10mil	01. Employees <= 10	2023	02. 5 to <= 10	64202.0	INVESTREE.SG
ORBIS	04254a896545a98e791877c8e37bfc8b399ca4054b23df7b01510c108fdd34e8	11 Wholesale	01. <=1mil	Missing EMP	2023	04. 20 to <= 3	46459.0	deiconjbox.com.sg
SGNIC	e9ea6fa96c2d105664dd627a79999b22c5864e3e2639bff9c5e83a119f794975	16 Information & Communications	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	62011.0	www.modus.sg
ORBIS	bce5129d63c6b6e4c5a59eb1e0c209de1a974fa2ff54b2f5262ee80f4b67ef83	16 Information & Communications	06. 10mil -<= 100mil	03. 50 < Employees <= 200	2023	05. > 30 Years	61091.0	sg.kddi.com
ORBIS	6a3c3cce5305231528ca0ba387b51d28f705006bef6fcd80178335a6b37b3e52	17 Finance & Insurance	01. <=1mil	02. 10 < Employees <= 50	2023	05. > 30 Years	64202.0	www.ipc.com.sg
ORBIS	5f607df686fe3eb67dd54e6cc15e167fab920ea1fb45a686ef8b2b42554f794d	20 Administrative & Support Services	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	46900.0	wheelersquotes.sg
ORBIS	e659f927e32449482f2d473a7ac6710abb41312575a2844a9220a5e90b480048	16 Information & Communications	01. <=1mil	Missing EMP	2023	01. <= 5 Years	59112.0	www.revelationmarketinggroup.com
GMAP	a5922071176a1750bf1a8bf6bd10afacafef352bb090c01b99a5f0697a940617	19 Professional Services	01. <=1mil	Missing EMP	2023	01. <= 5 Years	74191.0	www.carpenters.com.sg/
ORBIS	e6bc3c80031ca8e0e4934af9d3fa5b582c96fe563649569fde7b253d7f39e7b7	11 Wholesale	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	46435.0	www.vois.com.sg
SGNIC	a797b9ab3168165cec7883e430abfa8bac11e7b5ae5e6b4f56747e24bff8d4c3	01 Manufacturing	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	04. 20 to <= 3	18113.0	www.pinpress.com.sg
ORBIS	221217ddeaca0f8738552fe6dad96cb5dac7c7d048e838da700eaa4e2774cef0	19 Professional Services	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	74192.0	www.3ad.sg
WORLDORGS	6238b0cca1b282bd2874b1bcfbdaf384764693a59c6cd60e2df9bbdc076f93c3	12 Retail Trade	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	47733.0	http://flys-watchhub.business.site/
SGNIC	980af5f54fc4f7ad04128209be21ba836d4e7b145bc92ccfccbe45e4142913e1	20 Administrative & Support Services	03. 1mil -<= 10mil	Missing EMP	2023	04. 20 to <= 3	82303.0	www.qleisure.com
ORBIS	30f7dd155473e70b82b51e8ca40b2ce3374985d74545a2ccca0baba853180c63	16 Information & Communications	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	59112.0	www.studiomonki.com
ORBIS	5104ecb223ff9924223cf2bd3dbb9b12a1f7009bed961fc9f51b5dd64a39136d	17 Finance & Insurance	06. 10mil -<= 100mil	Missing EMP	2023	03. 10 to <= 2	64202.0	www.utacgroup.com
ORBIS	b9654e08f42e69b9443f8fd3cf1f9a05f87de3d58ff321dcc94f4b99690737fc	17 Finance & Insurance	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	64202.0	www.kepcorp.com/en
GMAP	a7e2eb7b3302e0657d87615534b6767bbe68e1176dadd1cd6333b49931608dc1	01 Manufacturing	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	01. <= 5 Years	25131.0	http://www.boilerman-service.com/
ORBIS	838967473e02ada9b35700ae214c05efb90980ea0b8919086f21f9b091113916	16 Information & Communications	03. 1mil -<= 10mil	01. Employees <= 10	2023	01. <= 5 Years	62021.0	www.kollab.ph
ORBIS	5daa6a9b14a32feccd96d899ad25437e142c8f9c25cea1476383e505d6e1fdda	19 Professional Services	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	70205.0	www.tbc.sg
ORBIS	626d46a808f252be85396828c3b9d1ec4890938061a4f37fe643e18d3dedfedb	11 Wholesale	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	46522.0	www.forcegate-global.com
SGNIC	65fcad9a8a839582cbe436ae5d957a83dcda5980a079263cf4ad5e38d380a1fd	11 Wholesale	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	04. 20 to <= 3	46544.0	JUNHO.COM.SG
ORBIS	14a4c99c2075d8a1ffa7ecc2e906b12a47250cb522da763d2097916bf02d338f	17 Finance & Insurance	01. <=1mil	02. 10 < Employees <= 50	2023	02. 5 to <= 10	66129.0	www.fraxtor.com
GMAP	d70cca71a0d91301824c182c7e034e67ed28a77c8712821069ad8f90d52b343e	20 Administrative & Support Services	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	79101.0	https://naviasiasingapore.com/
SGNIC	ba11cf8e41fcfa0afd2c8cc8cd836f60259be86b4a4fe878ec52a46234e87adc	19 Professional Services	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	70201.0	MVISION-PROJECT.SG
ORBIS	9bccff2f43df7586ec81d4a32e8319b3ac3be56b716bd0ac43c3384e7b2b505d	18 Real Estate	03. 1mil -<= 10mil	Missing EMP	2023	01. <= 5 Years	68106.0	sunteccity.com.sg
ORBIS	5f54c72e224141761b0558916e807d3e063852d9e941113eed54b20db383e28e	11 Wholesale	03. 1mil -<= 10mil	01. Employees <= 10	2023	04. 20 to <= 3	46549.0	circuitworks.com.sg
ORBIS	c6d8f62986a3a87d9702cb701aa6bc3986d5fc102a11c6f60086373097e77790	17 Finance & Insurance	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	64202.0	thecaregivergroup.com
SGNIC	f67c6e98abf09a8f5569247da6061dc7ae35d08a5eddc4c8cbf17708584b3ed2	11 Wholesale	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	46900.0	HAPPYKINDKIDDO.SG
SGNIC	82e0c22ad2c3bf1a16d931a81a578a5706e68422fe8ff43c4a47e5d9a458431d	12 Retail Trade	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	47751.0	visionlabeyewear.com.sg
ORBIS	adb6d8dcf91fcb27fcdb9e1c5dd012e3c3bb168ff7e4d4239c14007dc5973191	19 Professional Services	03. 1mil -<= 10mil	Missing EMP	2023	03. 10 to <= 2	70202.0	advantagehealthbenefits.com
ORBIS	6210480bc873d1e909f0a9559cbe0f7a1912095f4014110fa6db38e353384554	21 Other Services Industries	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	96099.0	www.innovalue.com.sg
ORBIS	256f5e6a01ce37fa9c96a3c86706218f61bade35551916e0d638b76aa31db972	19 Professional Services	06. 10mil -<= 100mil	02. 10 < Employees <= 50	2023	03. 10 to <= 2	69201.0	www.borrelliwalsh.com
ORBIS	ca1f29beff74d9151cdc756d7835d6d21ea03b8f2427c4809a2a25c6c58a64ed	19 Professional Services	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	70209.0	mooresrowland.sg
SGNIC	3fc531f306da8cd53f7c965eff210d29c843a51210fab81bcd3eddd43777203a	11 Wholesale	01. <=1mil	Missing EMP	2023	05. > 30 Years	46549.0	WEEKIATMOTOR.COM.SG
GMAP	76559b120c6841a77b89dda338b822e9fb616d8f27a3e2953bf685a821e44fd1	15 Food & Beverage Services	01. <=1mil	02. 10 < Employees <= 50	2023	01. <= 5 Years	56112.0	https://www.foodpanda.sg/restaurant/m7sz/sueno-cafe
ORBIS	81c6388deb81586bf9a44956d9e19c5255ae7c4bf3513899db342495cd06bce1	16 Information & Communications	03. 1mil -<= 10mil	Missing EMP	2023	03. 10 to <= 2	62090.0	brennanit.com.au
GMAP	8002426c9a3006894ae0298df73613954096037034a863007a1ecab096f691c4	19 Professional Services	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	70201.0	precisionopticsunitedsquare.business.site/?utm_source=gmb&utm_medium=referral
ORBIS	e4065854ca2f9f0017c54b5e6e2eb6268c79dc0d83115776e341cee0577a3233	11 Wholesale	03. 1mil -<= 10mil	01. Employees <= 10	2023	02. 5 to <= 10	46900.0	sicol.com.sg
GMAP	4dde584c9fb2d7834d21ea43d092599d819af172a9e18e21386296036de60e3d	11 Wholesale	01. <=1mil	Missing EMP	2023	01. <= 5 Years	46900.0	http://www.uniexcelgroup.com/
ORBIS	33b0f2058507c63f0d935086e2cdafb6272c382d7fc5a6d80eab5edcb79253ca	01 Manufacturing	01. <=1mil	02. 10 < Employees <= 50	2023	03. 10 to <= 2	23993.0	shield.com
SGNIC	c598f389c0b86e23d76c7563c2a8f5851234ac297def86c03af3f31fb2f069af	12 Retail Trade	01. <=1mil	Missing EMP	2023	01. <= 5 Years	47211.0	FRUICEY.SG
GMAP	d3e40b253b9418dbbed4195ce75cb070b36e54ec9c103826ff4d0ffa94a2f2e3	01 Manufacturing	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	05. > 30 Years	18112.0	khoosunprint.net
SGNIC	9fb86f778638252df8485794e7cfb15aa95ace9b9d0b5de2ac38bc8d2f3b7320	15 Food & Beverage Services	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	56111.0	SWEETPOTATOPROJECT.COM.SG
WORLDORGS	9a672683a28fab82d8fdfd65665fadf728f2a26fb677e2de5da0910f3f944b09	21 Other Services Industries	01. <=1mil	Missing EMP	2023	01. <= 5 Years	85409.0	http://www.languagestudios.co/
WORLDORGS	a5f7b662c10af8bab15968de39f20a299b64fbb6cbbee2b0284b962ad217b247	21 Other Services Industries	01. <=1mil	02. 10 < Employees <= 50	2023	01. <= 5 Years	96024.0	https://sense-spa-health-spa.business.site/
ORBIS	d2a6f7264ff183ea6edabdaf31ed5d83f3a3e62cb9fbb70d1b9e61aed44e83c7	01 Manufacturing	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	31001.0	www.carpenters.com.sg
SGNIC	b5f9599c2a52a3eb51cd2c71e8f4d7df2d9fc98b8fd7403f5d2983aecffeeb2c	16 Information & Communications	03. 1mil -<= 10mil	01. Employees <= 10	2023	05. > 30 Years	62023.0	EMSPL.COM.SG
GMAP	708396a762dd4681668f15a93ba21c0f5a5feabc6d0644a51b60c04a59984c0a	11 Wholesale	03. 1mil -<= 10mil	Missing EMP	2023	02. 5 to <= 10	46900.0	www.infocusinternational.com/contact.shtml
ORBIS	3b99a0c9cec13af9d35f2fce6285b85af95e954cbc1a9ede69f1de1e046db50d	11 Wholesale	06. 10mil -<= 100mil	01. Employees <= 10	2023	04. 20 to <= 3	46900.0	www.multi-agro.com
ORBIS	c795968aea6abde2e9fb3fdb7279578bc4b3a39ccc192a27aec8074d1d1e302d	01 Manufacturing	03. 1mil -<= 10mil	01. Employees <= 10	2023	02. 5 to <= 10	26209.0	www.fsolutions.com.sg/index_files/page394.htm
ORBIS	1a66fd69aa4aeffada1a51c9e7e893692203ec8276c3408d868a1200ccde50b2	15 Food & Beverage Services	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	03. 10 to <= 2	56122.0	www.gtcoffee.com
GMAP	51eea2d880235d429bb7c7bc2da2cdf8c74adcf0ad590fe7ec279377afcc65d8	17 Finance & Insurance	03. 1mil -<= 10mil	01. Employees <= 10	2023	01. <= 5 Years	66309.0	thecathay.com.sg/
SGNIC	897985b68796cc1be127c499b5e206888be376556cad814cc6b4efe28f43f5d4	20 Administrative & Support Services	01. <=1mil	01. Employees <= 10	2023	04. 20 to <= 3	82191.0	TNLCORP.COM.SG
GMAP	e2d152dae9d01a35af99adb311dda88c74a67f33f9d1fb26294d85c677b9e9ba	18 Real Estate	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	68203.0	https://www.fort.sg/
SGNIC	421e1717a125a9129d35ca6f216f86340f52386c42b2cb6b274b7bdfa75c21e9	11 Wholesale	01. <=1mil	00. Non-Employing	2023	01. <= 5 Years	46900.0	KUOSE.SG
ORBIS	8d5e91e2024ba8e05573f35605233b34c3bb00c0d1ba9ef0e4f883820163d24a	12 Retail Trade	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	47711.0	dejavuvintage.com
ORBIS	d8734cb094056f9db08d082cb9fcfb0d8eb13016ea94240ce038e1fb3cb40cc7	19 Professional Services	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	70201.0	glimmmedia.com
ORBIS	474dc69172c1f5a13779dae088771c247cd152e8c4c66e84140ee12ad18f1289	01 Manufacturing	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	22193.0	www.hsm-controls.com
GMAP	013a915023c81ff5827014b94576e51820f2c4c5d73de0c7263f9a9643a79206	02 Construction	03. 1mil -<= 10mil	01. Employees <= 10	2023	01. <= 5 Years	43301.0	www.masonmillergroup.com/
SGNIC	cbaa29505f740b45b63f5319913c2821b6745dfcd266886a4576451250a6c5b2	11 Wholesale	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	46900.0	evergreen-health-pte-ltd.business.site
ORBIS	7703585a317bb332044d2b43538d9805b97b0b7b06c1ebd78ea96b9684dc5f39	18 Real Estate	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	68101.0	www.wkevents.com.sg
ORBIS	d6874823a1a347c05574e8d72b0e47111306cc50698ad05f1b609e73f213b2f8	19 Professional Services	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	70201.0	www.audienceinc.ca
SGNIC	b3b081720f24fcaed7bbde6ffff603227130c254e44f1675d29bf9134b6095e5	21 Other Services Industries	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	85509.0	KIDDYNART.COM.SG
SGNIC	3467299002e8ca337915d7dd1f3c0df1d16d9d4b2742a130cc121246e0985f7d	19 Professional Services	01. <=1mil	Missing EMP	2023	01. <= 5 Years	74191.0	HOMUHOMU.SG
ORBIS	6a7007cf7feae3fbb912c2cc8d74f1c35dcc49eb7f65039c0b48c033e70fbdd6	21 Other Services Industries	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	85509.0	www.uidacademy.org
ORBIS	8ce9acdcdb5842604f106eb7f27dc402acc455ff8244cc7756828a13e0773032	02 Construction	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	41009.0	www.zincdesign.net
SGNIC	305e6fd5350b8675f9792299597436bae276cc50566104b872fc9cc3d298ade5	13 Transportation & Storage	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	53200.0	96GLOBAL.COM.SG
ORBIS	146190660630633ebcdb47ab6ccc12a3f339f58a5fc6b183c27c1d50b924e62a	18 Real Estate	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	68101.0	www.uol.com.sg
GMAP	d3e6bbdd0d51dfddb08c116a4812173d8f165cce5301bfbef5b798effcc51173	20 Administrative & Support Services	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	78104.0	www.kerryconsulting.com/
GMAP	ece592035179da1d64892462d7565e6f3e5403846d2c0015e404eda2559884a3	17 Finance & Insurance	06. 10mil -<= 100mil	02. 10 < Employees <= 50	2023	03. 10 to <= 2	66303.0	www.prologis.com/
ORBIS	66bc2968f28cc62b8164084571a9cf59d5a97a07d6bf964226840caf7336d617	19 Professional Services	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	70201.0	www.airguide.sg
GMAP	5e285ed5c049a83e7829b1aeb11517c8fcccadb93a06d683074ce64304089012	21 Other Services Industries	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	86909.0	www.chirosolutionsgroup.com/
SGNIC	7257e874bf8bc584dbf04b38977bc472ba346b1d8ab75225b2cc30d727a4b6b6	11 Wholesale	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	46449.0	SAVELLISHOES.COM.SG
SGNIC	1eed0e777b8ec37fb77a9fd4429027a2fe71d855bafeedf7cfd993b39426543a	11 Wholesale	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	46900.0	KODA.COM.SG
ORBIS	e9332cd000489ee8cc55198b1ed229559b09ab0c0ad30a2c89c3a54e54096441	19 Professional Services	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	74192.0	www.blutangerine.com
ORBIS	8910a5cfe487e54bbfca0608bb2f76a3b3eab7f64b9aef2913648d8518872116	11 Wholesale	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	05. > 30 Years	46551.0	www.aswellfe.com
ORBIS	cb505bbedaf45f773e46599e959b0b964cbf17a44d015c652454e895115c57e7	21 Other Services Industries	01. <=1mil	01. Employees <= 10	2023	04. 20 to <= 3	85409.0	www.mindtransformations.com
ORBIS	9ccf77b8e6b7351749f48553b437f6222d1d5d0e015860626dadc8a7667dafea	13 Transportation & Storage	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	52292.0	www.atgglobal.com.sg
ORBIS	685bfaa84863b527b674bff7a05d26514329c03a1acf02e19b29c2fa00719c76	19 Professional Services	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	70201.0	terraasiaconsulting.com
ORBIS	0495760e9e779b2b11b759b059d50d327f94baca0ceb4d037a1b76781f53572e	19 Professional Services	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	70201.0	www.ssagroup.com
ORBIS	e3344f636e0fedf7709ffce657f0979c43ca346be5ae60b503347dda4bf5cedd	21 Other Services Industries	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	85509.0	genieeduhub.wixsite.com/genie
GMAP	c1b174f378d31510b3f9b4ab70a0a9ce74c0955cacb8b6426cf62835f16c4039	13 Transportation & Storage	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	52292.0	https://mfi-logistics.com/
GMAP	61dfec70de48334f005093d9719d2d93b3cbfc9bf28f026ba09edfbec0155ed9	21 Other Services Industries	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	86909.0	www.aacrix.com
ORBIS	b3f09681638a881acb298ec5e2bd564cb546593feb044d7df6217699cc5a9308	18 Real Estate	01. <=1mil	01. Employees <= 10	2023	04. 20 to <= 3	68106.0	sunteccity.com.sg
GMAP	9a16b282e157b1f7c181e312d005f21c8d96f4f87f727d4b0a8b3f89f4bee2af	15 Food & Beverage Services	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	56121.0	http://www.yuyi.com.sg/
WORLDORGS	362f59147ebedffc49339bce81d5bb0a3fda7734c014307a0d96aab056532170	12 Retail Trade	01. <=1mil	Missing EMP	2023	01. <= 5 Years	47311.0	https://www.sgcarmart.com/directory/merchant.php?MID=16875
SGNIC	ec5336ea89c0410d81591f32958bb41608df1a59ba6fc87aebf22ff516f163f9	18 Real Estate	01. <=1mil	Missing EMP	2023	01. <= 5 Years	68101.0	THEHILLSHORE.COM.SG
ORBIS	5a586e182c4676f5dee95bd6472bccb2d198f8c33b05062ec1b1d6f71b059e28	17 Finance & Insurance	03. 1mil -<= 10mil	Missing EMP	2023	02. 5 to <= 10	64202.0	www.frasersproperty.com
SGNIC	6d92b9068d4d13baf194ef37429c871649064031deaeae76d02a79403ce662a8	20 Administrative & Support Services	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	78104.0	FSM.COM.SG
ORBIS	67c60e45ceb660cd316ba7a3f8820e7d919102de70d4d4fcedf48007b440010e	01 Manufacturing	03. 1mil -<= 10mil	01. Employees <= 10	2023	03. 10 to <= 2	27902.0	www.reitz.com.sg
GMAP	adfb74424a85f076898a45cbb20801f85dc364170e7bf58baff3a22af4b2e65d	11 Wholesale	03. 1mil -<= 10mil	01. Employees <= 10	2023	01. <= 5 Years	46900.0	https://datadynamics.com.sg/
GMAP	40eb4f2f870876f967813772f4ea6c8aabcaad42e966e75e43bea80e89262d5d	11 Wholesale	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	46900.0	www.dapsingapore.com/
GMAP	d6248726cbf37f24b20c13bf3f3508b908df971248d27a5e981b0ac3db09d25d	17 Finance & Insurance	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	64202.0	https://www.epicsoft.asia/
ORBIS	0299dfe0813d13c5949cbf16d0cbd96f35df89ab9d7c5e20f759284272515949	13 Transportation & Storage	03. 1mil -<= 10mil	01. Employees <= 10	2023	02. 5 to <= 10	52292.0	sntglobal.com
SGNIC	e2f31b8a0f213612b336ba7a5803bbf9ce4ee95e1bc1532528105e36619617fe	11 Wholesale	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	46306.0	astavita.sg
SGNIC	7d814f208da4b9e3850d2de92a67bf83b8f784ab860792f5b3dbf250dfacacfb	19 Professional Services	01. <=1mil	Missing EMP	2023	01. <= 5 Years	70201.0	BRIGHTPATHWAYS.SG
ORBIS	85bc6aae750432a5977ac27350fddbe3f2628e6c2a1280821bc137eb36e7e7b2	21 Other Services Industries	03. 1mil -<= 10mil	01. Employees <= 10	2023	04. 20 to <= 3	86203.0	www.chansurgery.com.sg
